invoice_number,sales_order,amount,currency,payment_status
INV-01119,SO-01392,82853.01,USD,Paid
INV-01120,SO-01393,651270.0,INR,Paid
INV-01121,SO-01394,2100380.0,INR,Pending
INV-01122,SO-01396,30503.67,EUR,Pending
INV-01123,SO-01397,344400.0,INR,Pending
INV-01124,SO-01398,11930.22,EUR,Pending
INV-01125,SO-01399,2554950.0,INR,Paid
INV-01126,SO-01400,942792.0,INR,Paid
INV-01127,SO-01401,836760.0,INR,Paid
INV-01128,SO-01402,1560740.0,INR,Partially Paid
INV-01129,SO-01403,713985.0,INR,Pending
INV-01130,SO-01404,12058.8,USD,Paid
INV-01131,SO-01405,11085.59,USD,Paid
INV-01132,SO-01406,352941.0,INR,Overdue
INV-01133,SO-01407,18525.18,USD,Paid
INV-01134,SO-01408,1370715.0,INR,Paid
INV-01135,SO-01409,3550.76,EUR,Paid
INV-01136,SO-01413,1767375.0,INR,Paid
INV-01137,SO-01414,14061.2,USD,Pending
INV-01138,SO-01416,43241.9,GBP,Paid
INV-01139,SO-01417,97931.2,USD,Paid
INV-01140,SO-01418,6272.91,GBP,Paid
INV-01141,SO-01419,2884350.0,INR,Overdue
INV-01142,SO-01421,732088.0,INR,Paid
INV-01143,SO-01422,4959950.0,INR,Paid
INV-01144,SO-01424,254760.0,INR,Partially Paid
INV-01145,SO-01426,747410.0,INR,Paid
INV-01146,SO-01427,1338940.0,INR,Overdue
INV-01147,SO-01429,628945.0,INR,Pending
INV-01148,SO-01430,48213.01,USD,Paid
INV-01149,SO-01431,2752680.0,INR,Paid
INV-01150,SO-01432,19839.04,USD,Paid
INV-01151,SO-01433,19329.33,GBP,Pending
INV-01152,SO-01434,3276270.0,INR,Pending
INV-01153,SO-01435,325635.0,INR,Paid
INV-01154,SO-01436,1815720.0,INR,Pending
INV-01155,SO-01437,17226.22,EUR,Pending
INV-01156,SO-01438,599368.0,INR,Paid
INV-01157,SO-01441,45958.55,USD,Overdue
INV-01158,SO-01443,23131.81,USD,Pending
INV-01159,SO-01445,2847495.0,INR,Paid
INV-01160,SO-01446,413915.0,INR,Paid
INV-01161,SO-01447,2726400.0,INR,Paid
INV-01162,SO-01448,2627400.0,INR,Overdue
INV-01163,SO-01449,1283360.0,INR,Pending
INV-01164,SO-01450,4444.52,USD,Pending
INV-01165,SO-01451,1697740.0,INR,Paid
INV-01166,SO-01452,32920.96,USD,Pending
INV-01167,SO-01453,25730.56,EUR,Overdue
INV-01168,SO-01456,3320.86,GBP,Pending
INV-01169,SO-01457,14506.31,USD,Partially Paid
INV-01170,SO-01458,7595550.0,INR,Paid
INV-01171,SO-01459,45329.05,GBP,Paid
INV-01172,SO-01460,29301.2,USD,Paid
INV-01173,SO-01461,3973530.0,INR,Paid
INV-01174,SO-01463,25923.0,GBP,Paid
INV-01175,SO-01464,38600.96,USD,Pending
INV-01176,SO-01466,1278760.0,INR,Overdue
INV-01177,SO-01467,780064.0,INR,Paid
INV-01178,SO-01468,448185.0,INR,Pending
INV-01179,SO-01469,15245.64,GBP,Paid
INV-01180,SO-01470,7898.2,USD,Paid
INV-01181,SO-01471,12231.2,USD,Pending
INV-01182,SO-01472,920104.0,INR,Paid
INV-01183,SO-01473,52951.33,USD,Overdue
INV-01184,SO-01474,66694.58,USD,Pending
INV-01185,SO-01475,2504970.0,INR,Pending
INV-01186,SO-01476,13507.41,USD,Overdue
INV-01187,SO-01477,28003.33,EUR,Pending
INV-01188,SO-01478,8140.72,USD,Paid
INV-01189,SO-01479,26630.24,USD,Paid
INV-01190,SO-01480,50468.5,EUR,Paid
INV-01191,SO-01483,12519.52,GBP,Paid
INV-01192,SO-01484,638945.0,INR,Pending
INV-01193,SO-01485,6956.53,USD,Paid
INV-01194,SO-01486,228381.0,INR,Overdue
INV-01195,SO-01487,3792030.0,INR,Paid
INV-01196,SO-01489,6009400.0,INR,Paid
INV-01197,SO-01490,29799.4,USD,Pending
INV-01198,SO-01491,2319760.0,INR,Pending
INV-01199,SO-01492,1247100.0,INR,Paid
INV-01200,SO-01493,7583.0,EUR,Pending
INV-01201,SO-01494,380571.0,INR,Pending
INV-01202,SO-01495,5136400.0,INR,Paid
INV-01203,SO-01496,22872.65,USD,Pending
INV-01204,SO-01498,14357.5,EUR,Paid
INV-01205,SO-01499,1240800.0,INR,Pending
INV-01206,SO-01500,5975.93,USD,Paid
