style_number,style_name,category,fabric,gsm,color,print,season,brand,supplier,cost,selling_price,image_url
WFX-3022,Tailored Black Shirt,Shirt,Chambray,112,Black,Solid,AW25,Meridian Apparel,Hanoi Stitch Co,427.73,974.32,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/556761df-ffc1-4af4-aaf9-80425f50fb8b.jpg
WFX-3023,Athleisure Red Shorts,Shorts,French Terry,253,Red,Solid,SS25,Vastra Studio,Phnom Penh Sewing Ltd,549.21,1518.7,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0a1955a3-c4c5-4141-8a72-afbcf92d0dfa.jpg
WFX-3024,Athleisure Black Dress,Dress,Cotton Voile,150,Black,Solid,SS25,Everlane East,Istanbul Denim House,431.41,864.29,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8c6b26f9-e3d4-483b-99bd-db4f6beff442.jpg
WFX-3025,Slim Fit Sky Blue Hoodie,Hoodie,Cotton Fleece,331,Sky Blue,Solid,AW26,Vastra Studio,Tirupur Garments Co,675.82,1708.87,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d025ff75-f62a-4a3c-9498-73b6362078c3.jpg
WFX-3026,Tailored White Polo,Polo,Cotton/Spandex 95/5,221,White,Solid,AW25,Vastra Studio,Guangzhou Weave Co,421.4,958.01,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/61f8ed48-1cf5-4b7d-9d81-08769eecb467.jpg
WFX-3027,Oversized Blue Dress,Dress,Cotton Voile,155,Blue,Solid,AW26,Everlane East,Dhaka Knitwear Ltd,527.88,1430.01,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/6e143162-9472-43c3-8db1-04eeea838ae8.jpg
WFX-3028,Cropped Charcoal Dress,Dress,Cotton Voile,124,Charcoal,Solid,AW25,Cotton Culture,ABC Textiles,526.41,1217.4,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2a711e77-ef04-47ca-8b5c-f1729d0ce04e.jpg
WFX-3029,Relaxed Grey Melange Dress,Dress,Linen,118,Grey Melange,Printed,SS26,Meridian Apparel,Shenzhen Fashion Works,592.25,1604.44,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/f83cdf3f-f53a-4395-b70f-da23eb29e676.jpg
WFX-3030,Cropped Red T-Shirt,T-Shirt,100% Cotton,146,Red,Printed,SS25,Cotton Culture,Tirupur Garments Co,210.76,494.27,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b602653d-ecac-482d-abac-710a440ba811.jpg
WFX-3031,Tailored Red Skirt,Skirt,Polyester Crepe,197,Red,Solid,AW25,Vastra Studio,Guangzhou Weave Co,464.92,929.03,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/011ecf12-aab1-4c72-8f77-2649386cd23b.jpg
WFX-3032,Signature Black Sweatshirt,Sweatshirt,Cotton Fleece,321,Black,Solid,SS25,Everlane East,Guangzhou Weave Co,649.22,1811.82,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/28fc3fad-5363-4c70-9c5d-ee739d2e21a8.jpg
WFX-3033,Athleisure Forest Green Polo,Polo,Cotton/Spandex 95/5,190,Forest Green,Solid,SS26,UrbanThread,Guangzhou Weave Co,268.03,493.4,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a59f077d-a9f6-4da0-af7c-ff619cdbf8d7.jpg
WFX-3034,Essential Grey Melange Shirt,Shirt,Cotton Poplin,114,Grey Melange,Solid,SS25,UrbanThread,Noida Knits Pvt Ltd,455.46,877.02,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b628acdf-7e0d-49db-b012-d46188960fca.jpg
WFX-3035,Oversized Charcoal Jeans,Jeans,Stretch Denim 98/2,438,Charcoal,Solid,SS26,Kaia Collective,Guangzhou Weave Co,638.7,1313.7,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c3580e17-9937-4131-8f15-a9c3cfaf2d33.jpg
WFX-3036,Classic Charcoal Sweatshirt,Sweatshirt,French Terry,285,Charcoal,Printed,SS25,Vastra Studio,Guangzhou Weave Co,600.26,1290.31,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1fae808a-2c24-4790-8514-fd39e1a67219.jpg
WFX-3037,Heritage Grey Melange Shorts,Shorts,Nylon Ripstop,222,Grey Melange,Solid,SS26,Cotton Culture,Hanoi Stitch Co,368.02,658.17,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/f5f753f4-97ab-4696-a2ab-4b05dc228678.jpg
WFX-3038,Vintage Black Dress,Dress,Rayon Challis,164,Black,Printed,SS25,NorthPeak,Colombo Apparel Group,501.73,840.1,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/3e31fc3e-3d82-4a1d-a6e3-08257f5124e2.jpg
WFX-3039,Signature Off White Polo,Polo,Cotton Pique,201,Off White,Solid,AW26,Vastra Studio,Dhaka Knitwear Ltd,519.15,1239.9,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4c34a38e-1727-4971-b37c-c2421e884938.jpg
WFX-3040,Essential Charcoal Jeans,Jeans,Stretch Denim 98/2,379,Charcoal,Solid,AW26,Meridian Apparel,Phnom Penh Sewing Ltd,755.88,1492.76,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a964b0de-0237-4f35-a8b6-4650a26c3a91.jpg
WFX-3041,Cropped Mustard Jacket,Jacket,Polyester Shell,368,Mustard,Solid,AW25,Everlane East,Tirupur Garments Co,1187.22,3039.43,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c258578a-6d97-4514-91b5-7d146893756f.jpg
WFX-3042,Tailored Black Sweatshirt,Sweatshirt,Cotton Fleece,332,Black,Solid,SS25,Meridian Apparel,Jakarta Garmindo,766.84,1519.11,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/da9a24f3-3bfd-420e-9f5f-12e67662d5af.jpg
WFX-3043,Vintage Grey Melange Skirt,Skirt,Viscose,233,Grey Melange,Printed,SS26,Kaia Collective,Karachi Textile Mills,310.32,615.19,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/f9c7e0bc-dfde-4720-b6bd-64bfeb2c55fa.jpg
WFX-3044,Athleisure Grey Melange T-Shirt,T-Shirt,Cotton/Polyester 60/40,164,Grey Melange,Solid,SS26,Vastra Studio,Phnom Penh Sewing Ltd,176.69,321.88,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/09ffb7d6-3045-4d5a-8f4b-f0e4738fa960.jpg
WFX-3045,Slim Fit Off White Hoodie,Hoodie,Cotton Fleece,367,Off White,Printed,AW26,Cotton Culture,Istanbul Denim House,461.74,782.82,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/3083e116-7dbb-41fb-b4ff-7b5b455ad70f.jpg
WFX-3046,Classic Forest Green Shirt,Shirt,Cotton/Linen 70/30,141,Forest Green,Solid,AW26,UrbanThread,Shenzhen Fashion Works,489.54,879.48,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/12162c30-f6c8-4054-9f35-937629373cca.jpg
WFX-3047,Oversized Black Sweatshirt,Sweatshirt,Loopback Cotton,288,Black,Printed,AW25,Kaia Collective,Shenzhen Fashion Works,696.95,1941.63,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/7a20924e-30a3-49e9-8d9f-417c163ea444.jpg
WFX-3048,Vintage Black Hoodie,Hoodie,French Terry,321,Black,Printed,SS25,Everlane East,Karachi Textile Mills,840.05,2238.82,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/06bb461c-a133-46be-9663-a56a14cf6712.jpg
WFX-3049,Tailored Grey Melange Shirt,Shirt,Cotton/Linen 70/30,149,Grey Melange,Solid,SS25,Loom & Co,Jakarta Garmindo,675.66,1544.78,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a934396b-3a7e-468d-bbc8-38290dd06507.jpg
WFX-3050,Vintage Grey Melange Dress,Dress,Polyester Crepe,105,Grey Melange,Printed,SS25,Everlane East,Jakarta Garmindo,832.78,1578.01,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/35bea435-5e0c-4fe4-9890-2a58f37f4029.jpg
WFX-3051,Boxy Charcoal Sweatshirt,Sweatshirt,French Terry,297,Charcoal,Solid,AW25,Everlane East,Colombo Apparel Group,575.82,1532.42,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/64b0151b-6138-470c-b699-8fb6db3898f2.jpg
WFX-3052,Heritage Off White Sweatshirt,Sweatshirt,Cotton Fleece,266,Off White,Solid,AW26,Loom & Co,Istanbul Denim House,675.98,1814.61,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/428ce15c-34b7-4b44-a7fe-fbf1d10343f6.jpg
WFX-3053,Slim Fit Grey Melange Shirt,Shirt,Oxford Cotton,159,Grey Melange,Printed,AW26,Everlane East,Jakarta Garmindo,534.18,1427.97,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1952d99b-8e70-480f-8423-1df24515096f.jpg
WFX-3054,Relaxed Beige Trousers,Trousers,Chino Twill,257,Beige,Solid,AW26,Loom & Co,Guangzhou Weave Co,411.21,881.81,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1042a9df-2411-4f6c-b156-1d0d94e2f6ed.jpg
WFX-3055,Signature Grey Melange Shorts,Shorts,Nylon Ripstop,248,Grey Melange,Solid,SS25,Loom & Co,Tirupur Garments Co,444.57,1090.87,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/25a32575-d8ba-4f54-8c92-013f13a3d7df.jpg
WFX-3056,Tailored Brown T-Shirt,T-Shirt,Cotton Slub,186,Brown,Solid,AW25,Everlane East,Guangzhou Weave Co,171.33,419.54,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/24eb25f2-de76-4ea2-8279-cf46fc941dd9.jpg
WFX-3057,Slim Fit Grey Melange Dress,Dress,Viscose,121,Grey Melange,Solid,AW25,Meridian Apparel,Noida Knits Pvt Ltd,851.74,1940.77,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e3c8e575-c5b8-4c4c-9f49-62b37b611b6b.jpg
WFX-3058,Cropped Pink T-Shirt,T-Shirt,100% Cotton,193,Pink,Solid,AW25,Loom & Co,Istanbul Denim House,227.02,562.15,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/9bccf7a3-d461-44d6-ad9c-c59e86853258.jpg
WFX-3059,Boxy Blue Sweatshirt,Sweatshirt,French Terry,260,Blue,Solid,AW26,UrbanThread,Istanbul Denim House,649.02,1235.56,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2a7c343b-733a-4870-8c2e-a76109dbec68.jpg
WFX-3060,Boxy Grey Melange Jacket,Jacket,Polyester Shell,275,Grey Melange,Solid,SS25,UrbanThread,Karachi Textile Mills,1229.98,2670.11,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/9cca1f30-e4ed-4910-81ba-fd125607a4b7.jpg
WFX-3061,Classic Red T-Shirt,T-Shirt,Organic Cotton,219,Red,Solid,AW25,Meridian Apparel,Shenzhen Fashion Works,307.16,793.75,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/fa53d8bd-0c11-4849-bd90-0eb6737f63a2.jpg
WFX-3062,Athleisure Black Jeans,Jeans,Denim 14oz,349,Black,Solid,SS26,Cotton Culture,Phnom Penh Sewing Ltd,587.22,962.41,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/3306907c-309c-4227-b151-59c734cde663.jpg
WFX-3063,Cropped Black Hoodie,Hoodie,Cotton Fleece,293,Black,Printed,AW25,Kaia Collective,Noida Knits Pvt Ltd,637.63,1156.6,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/373f429d-e84b-4a10-9874-6c7e4b5abafe.jpg
WFX-3064,Oversized Black Sweatshirt,Sweatshirt,French Terry,271,Black,Solid,AW26,Loom & Co,Karachi Textile Mills,707.4,1405.88,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/6636b9ca-c163-48a6-9def-4f66c70685e2.jpg
WFX-3065,Tailored Sky Blue Shirt,Shirt,Cotton/Linen 70/30,118,Sky Blue,Solid,AW26,Vastra Studio,Hanoi Stitch Co,348.81,917.82,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4ecf5b79-2a31-4006-aa36-76f62b6fa24c.jpg
WFX-3066,Tailored Indigo Polo,Polo,Polyester Pique,183,Indigo,Printed,SS25,Kaia Collective,Noida Knits Pvt Ltd,282.79,700.1,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a0861f9e-fb45-4337-b80c-7f0b2ef8582f.jpg
WFX-3067,Athleisure Black Shorts,Shorts,Nylon Ripstop,237,Black,Solid,SS26,Meridian Apparel,Phnom Penh Sewing Ltd,504.34,964.09,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/cbae96c4-ee32-4c10-a69e-d723e0a54480.jpg
WFX-3068,Signature Maroon Jacket,Jacket,Cotton Canvas,346,Maroon,Solid,SS26,Vastra Studio,Shenzhen Fashion Works,1427.18,3796.86,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b3aaf6c8-759c-4b9d-b410-990377cb7f55.jpg
WFX-3069,Relaxed Black Hoodie,Hoodie,Cotton Fleece,283,Black,Solid,AW26,Everlane East,Guangzhou Weave Co,659.2,1684.97,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/89d00f6f-40c7-4ff5-a84a-11569f86cc72.jpg
WFX-3070,Heritage White Sweatshirt,Sweatshirt,Loopback Cotton,304,White,Solid,AW25,NorthPeak,ABC Textiles,624.17,1476.16,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4099acf4-21f3-434d-a10b-1bccad17039b.jpg
WFX-3071,Oversized Off White Hoodie,Hoodie,Cotton Fleece,319,Off White,Solid,SS26,Cotton Culture,ABC Textiles,585.13,1322.39,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/93b4efc3-7c1b-4b4d-898f-a10106e39a67.jpg
WFX-3072,Relaxed Mustard Trousers,Trousers,Chino Twill,292,Mustard,Solid,SS26,Cotton Culture,Tirupur Garments Co,656.01,1805.43,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/300963e8-f469-471c-a7dd-9eed99ddad4f.jpg
WFX-3073,Heritage Charcoal Shorts,Shorts,Nylon Ripstop,262,Charcoal,Solid,AW26,Cotton Culture,Tirupur Garments Co,260.67,459.54,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/51a5e2a1-3e60-48fd-a8e5-1c7051e2f082.jpg
WFX-3074,Athleisure Teal Skirt,Skirt,Denim 10oz,258,Teal,Solid,SS26,UrbanThread,Colombo Apparel Group,559.9,1456.93,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4d4f6900-da14-4e6c-9236-e3a98261fdc2.jpg
WFX-3075,Essential Pink Jacket,Jacket,Denim 12oz,310,Pink,Solid,AW26,Meridian Apparel,ABC Textiles,759.59,1351.44,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1c8e4388-c6db-42d7-9f9d-3311b1f9204d.jpg
WFX-3076,Signature Black T-Shirt,T-Shirt,Cotton/Polyester 60/40,216,Black,Solid,SS26,UrbanThread,Colombo Apparel Group,179.21,454.98,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/bfcfaab9-549e-46f8-bbb7-7355d9fc58b4.jpg
WFX-3077,Cropped Beige Shorts,Shorts,Nylon Ripstop,171,Beige,Printed,AW25,NorthPeak,Istanbul Denim House,399.12,752.41,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/35e0d6b8-da0c-4ce8-b2d6-6117d02e9549.jpg
WFX-3078,Boxy Grey Melange T-Shirt,T-Shirt,100% Cotton,187,Grey Melange,Solid,SS25,Kaia Collective,Dhaka Knitwear Ltd,346.24,877.15,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b2d4500e-92cb-4474-9e76-8a8cb6e36012.jpg
WFX-3079,Cropped Plum Jacket,Jacket,Polyester Shell,307,Plum,Solid,SS26,Meridian Apparel,Jakarta Garmindo,1531.27,3795.91,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ff795dc2-36b1-4122-bf4a-6e2916a90182.jpg
WFX-3080,Tailored Red Jacket,Jacket,Polyester Shell,272,Red,Solid,SS25,UrbanThread,Guangzhou Weave Co,1352.11,2908.72,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2c1c3c2a-5b22-4133-9509-1877d6a106a0.jpg
WFX-3081,Boxy Charcoal Sweatshirt,Sweatshirt,French Terry,347,Charcoal,Solid,SS25,Loom & Co,Hanoi Stitch Co,739.25,1956.24,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/cbabc6f4-e6a8-4d02-9027-b746fa2749e4.jpg
WFX-3082,Essential Grey Melange Skirt,Skirt,Cotton Twill,213,Grey Melange,Printed,AW25,Vastra Studio,Shenzhen Fashion Works,565.47,1338.25,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/78b7da73-ca6c-4e99-b88d-a9f358e7f0f2.jpg
WFX-3083,Cropped Pink Jacket,Jacket,Denim 12oz,356,Pink,Printed,AW25,Meridian Apparel,Dhaka Knitwear Ltd,987.23,2102.15,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/62c7effa-be77-4a26-bb0d-3cf9373ce3ae.jpg
WFX-3084,Relaxed Grey Melange Hoodie,Hoodie,Cotton Fleece,281,Grey Melange,Solid,SS26,Cotton Culture,Dhaka Knitwear Ltd,881.23,2001.76,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d5964c78-8b77-4622-80f3-66e0c6c5e90e.jpg
WFX-3085,Slim Fit Black Shorts,Shorts,Cotton Twill,280,Black,Solid,SS25,NorthPeak,Shenzhen Fashion Works,461.31,894.91,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/273d37f5-1f5f-4ab2-bfbf-1e5a4648500c.jpg
WFX-3086,Classic Grey Melange Shirt,Shirt,Chambray,138,Grey Melange,Solid,SS25,Everlane East,Noida Knits Pvt Ltd,320.29,523.61,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/60881532-686f-4d41-8fce-bdd19a1faadb.jpg
WFX-3087,Heritage Charcoal Jacket,Jacket,Nylon Taslan,329,Charcoal,Solid,AW26,Cotton Culture,Phnom Penh Sewing Ltd,1052.73,2574.57,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/26d61cdc-a947-45f1-a16c-bf3eb23a67ed.jpg
WFX-3088,Oversized Olive Sweatshirt,Sweatshirt,Loopback Cotton,285,Olive,Solid,AW26,Meridian Apparel,Jakarta Garmindo,685.16,1647.84,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4f729809-9370-4a5e-90f1-139b60908389.jpg
WFX-3089,Signature Black Jeans,Jeans,Stretch Denim 98/2,459,Black,Solid,AW26,Kaia Collective,Noida Knits Pvt Ltd,558.36,1101.35,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1d407629-87e5-4702-b9fc-e3b19de93570.jpg
WFX-3090,Vintage Grey Melange Dress,Dress,Rayon Challis,118,Grey Melange,Solid,AW25,Cotton Culture,Hanoi Stitch Co,823.6,1927.5,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0a69db60-c052-4b9a-a90d-e53120d091d5.jpg
WFX-3091,Boxy Black Sweatshirt,Sweatshirt,Loopback Cotton,322,Black,Printed,AW26,Meridian Apparel,Hanoi Stitch Co,412.11,894.44,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4014f464-8bd5-4425-b934-735630cce566.jpg
WFX-3092,Signature Grey Melange Shorts,Shorts,Nylon Ripstop,237,Grey Melange,Solid,SS25,Cotton Culture,Karachi Textile Mills,422.4,933.31,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/af33ba3c-f251-4a1f-952e-391ea8349029.jpg
WFX-3093,Athleisure Black Sweatshirt,Sweatshirt,Loopback Cotton,328,Black,Solid,AW25,Meridian Apparel,Shenzhen Fashion Works,584.39,1349.15,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c7fed2fc-5dd4-4e43-a210-fce6c7e5c5eb.jpg
WFX-3094,Vintage Grey Melange Shirt,Shirt,Cotton/Linen 70/30,114,Grey Melange,Solid,AW26,Cotton Culture,Phnom Penh Sewing Ltd,436.29,1124.19,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/adab8f60-032a-4c67-94fc-4d2902a27501.jpg
WFX-3095,Athleisure Charcoal Sweatshirt,Sweatshirt,French Terry,344,Charcoal,Solid,AW26,Loom & Co,Guangzhou Weave Co,667.84,1661.08,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/f4814937-780a-467e-9acb-1e96754a928f.jpg
WFX-3096,Cropped Black Jeans,Jeans,Denim 14oz,423,Black,Solid,AW26,Loom & Co,Tirupur Garments Co,833.05,2154.62,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/90a39c88-b6b4-4565-8e35-41959de94a9b.jpg
WFX-3097,Oversized Grey Melange Jeans,Jeans,Stretch Denim 98/2,437,Grey Melange,Solid,AW25,Meridian Apparel,ABC Textiles,696.44,1653.34,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/122f0c94-4f37-4010-8c43-06d79bdf4433.jpg
WFX-3098,Athleisure Red Dress,Dress,Rayon Challis,119,Red,Printed,AW26,Vastra Studio,Phnom Penh Sewing Ltd,599.14,1168.21,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a0b2aa38-51d0-4219-a135-fa3d769f7d37.jpg
WFX-3099,Cropped Navy Sweatshirt,Sweatshirt,Cotton Fleece,300,Navy,Solid,AW26,Cotton Culture,Noida Knits Pvt Ltd,519.89,1327.39,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/82fb6d56-3878-40db-a274-2b4ed916a115.jpg
WFX-3100,Cropped Charcoal Skirt,Skirt,Cotton Twill,218,Charcoal,Printed,SS25,Cotton Culture,Tirupur Garments Co,645.25,1345.37,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2fdb6ac9-dfe4-4824-baab-6bf4e1d2f802.jpg
WFX-3101,Cropped Grey Melange Hoodie,Hoodie,Cotton Fleece,370,Grey Melange,Solid,SS25,Vastra Studio,Dhaka Knitwear Ltd,702.01,1947.68,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/10529e10-2487-405d-93e9-696e1cc81f96.jpg
WFX-3102,Vintage Grey Melange T-Shirt,T-Shirt,Cotton Slub,220,Grey Melange,Solid,AW25,Meridian Apparel,Karachi Textile Mills,229.53,472.68,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d7163666-0cc4-4bf8-b13a-04dee9a2a4f5.jpg
WFX-3103,Vintage Coral Hoodie,Hoodie,Cotton Fleece,304,Coral,Solid,AW25,NorthPeak,Hanoi Stitch Co,699.94,1828.24,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/16356499-195f-453c-907a-595872f78f06.jpg
WFX-3104,Boxy Grey Melange T-Shirt,T-Shirt,Cotton/Polyester 60/40,141,Grey Melange,Printed,AW26,Meridian Apparel,Guangzhou Weave Co,167.94,271.87,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/bdec999d-41df-420c-923a-8fed2a9d040b.jpg
WFX-3105,Athleisure Grey Melange T-Shirt,T-Shirt,Cotton/Polyester 60/40,193,Grey Melange,Solid,AW26,Meridian Apparel,Guangzhou Weave Co,365.04,975.5,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/dc982c2d-49e9-4c08-8b49-4bcc0671c355.jpg
WFX-3106,Slim Fit Off White T-Shirt,T-Shirt,Cotton Slub,210,Off White,Solid,AW26,UrbanThread,Shenzhen Fashion Works,355.02,731.93,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/16e59add-f4dc-42ed-9d0b-117b82ade746.jpg
WFX-3107,Athleisure Charcoal Shirt,Shirt,Oxford Cotton,155,Charcoal,Solid,SS26,UrbanThread,Jakarta Garmindo,500.69,1047.95,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c1be15b5-e23e-46cf-ada3-b221321f7101.jpg
WFX-3108,Signature Beige Polo,Polo,Polyester Pique,210,Beige,Solid,SS25,Meridian Apparel,Istanbul Denim House,461.46,801.0,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8739dc35-d1f1-45f7-899a-7a087c41abdf.jpg
WFX-3109,Relaxed Navy Shirt,Shirt,Cotton/Linen 70/30,143,Navy,Printed,AW26,Loom & Co,Dhaka Knitwear Ltd,331.29,883.85,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e713ee55-04ea-459e-ac7a-fef088e07a3c.jpg
WFX-3110,Boxy Pink Sweatshirt,Sweatshirt,Cotton Fleece,266,Pink,Solid,AW26,Kaia Collective,ABC Textiles,761.43,1707.16,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/19c31480-4d55-472e-ae52-a2df4e33c7ea.jpg
WFX-3111,Slim Fit Plum Sweatshirt,Sweatshirt,Loopback Cotton,305,Plum,Solid,SS25,NorthPeak,Colombo Apparel Group,784.23,2005.96,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/79b4fd6e-ad0e-4b68-b956-bc5c7748dbcc.jpg
WFX-3112,Heritage Black T-Shirt,T-Shirt,100% Cotton,220,Black,Printed,SS26,UrbanThread,ABC Textiles,268.29,483.7,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/3381cf35-563a-4be1-aa16-ef944a3d30b0.jpg
WFX-3113,Cropped Red Skirt,Skirt,Denim 10oz,150,Red,Solid,AW25,NorthPeak,Colombo Apparel Group,344.39,582.79,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/49e9555c-f96e-4887-90e5-036b4d908c64.jpg
WFX-3114,Signature Blue Polo,Polo,Cotton/Spandex 95/5,180,Blue,Solid,AW25,Kaia Collective,Phnom Penh Sewing Ltd,472.43,1098.2,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/97d79060-78c0-4111-af1b-57d1475aa0f2.jpg
WFX-3115,Tailored Off White Shirt,Shirt,Oxford Cotton,126,Off White,Solid,SS25,Cotton Culture,Tirupur Garments Co,613.01,1154.56,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d3445515-3989-4420-8ad0-21e7ccf118eb.jpg
WFX-3116,Vintage Plum Trousers,Trousers,Cotton Twill,218,Plum,Solid,AW26,Vastra Studio,Istanbul Denim House,667.99,1727.47,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2c54ae46-0d68-4bca-a225-bbef7b34b640.jpg
WFX-3117,Classic Charcoal Shorts,Shorts,French Terry,241,Charcoal,Solid,SS26,Loom & Co,Hanoi Stitch Co,300.18,688.41,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/763f1369-1d31-434d-b2c0-f3dc60576a63.jpg
