order_number,buyer,style_number,quantity,unit_price,shipment_date,status
SO-00660,Bayside Brands,WFX-3347,2000,896.87,2026-02-16,Delivered
SO-00661,Thames & Co,WFX-2546,800,1564.9,2026-09-29,Shipped
SO-00662,Rhine Mode GmbH,WFX-3185,3000,631.52,2026-12-29,Delivered
SO-00663,Prairie Wholesale Inc,WFX-3385,1500,900.57,2026-11-01,In Production
SO-00664,Rhine Mode GmbH,WFX-3255,3000,1059.62,2026-03-02,Delivered
SO-00665,Outback Outfitters,WFX-3344,3000,731.82,2025-07-14,In Production
SO-00666,Iberia Moda SL,WFX-3337,1500,2169.99,2026-10-04,Shipped
SO-00667,Outback Outfitters,WFX-3210,300,885.68,2026-04-05,Delivered
SO-00668,Prairie Wholesale Inc,WFX-2632,1000,1191.5,2025-04-28,Confirmed
SO-00669,Thames & Co,WFX-2619,5000,403.07,2026-07-04,Confirmed
SO-00670,Thames & Co,WFX-2836,1500,1045.95,2026-12-13,Cancelled
SO-00671,Rhine Mode GmbH,WFX-2908,1500,1612.81,2026-08-07,In Production
SO-00672,Maple Leaf Fashion,WFX-2768,500,1375.6,2025-07-26,In Production
SO-00673,Maple Leaf Fashion,WFX-3474,5000,4029.49,2026-06-15,In Production
SO-00674,Iberia Moda SL,WFX-2537,5000,1505.03,2025-08-23,Confirmed
SO-00675,Outback Outfitters,WFX-2539,800,1155.93,2026-12-12,Confirmed
SO-00676,Maple Leaf Fashion,WFX-3326,1000,2161.81,2026-01-15,Shipped
SO-00677,Alpine Casuals SA,WFX-2949,800,316.12,2025-02-12,Shipped
SO-00678,Gulf Fashion Trading,WFX-3179,1000,1241.93,2025-11-22,Delivered
SO-00679,Lion City Apparel,WFX-2545,300,1526.13,2025-12-16,Delivered
SO-00680,Rhine Mode GmbH,WFX-3381,800,408.8,2025-07-25,In Production
SO-00681,Prairie Wholesale Inc,WFX-3424,300,1534.01,2025-06-06,In Production
SO-00682,Rhine Mode GmbH,WFX-3470,500,1259.89,2026-10-05,In Production
SO-00683,Sakura Style KK,WFX-2700,5000,733.47,2026-03-28,Confirmed
SO-00684,Bayside Brands,WFX-2572,1500,1980.07,2025-05-27,Shipped
SO-00685,Sakura Style KK,WFX-3061,300,793.75,2025-03-08,Confirmed
SO-00686,Gulf Fashion Trading,WFX-2920,300,1322.09,2025-06-23,Shipped
SO-00687,Sakura Style KK,WFX-3242,2000,1595.19,2025-04-17,Confirmed
SO-00688,Bayside Brands,WFX-3201,300,1078.06,2026-07-31,In Production
SO-00689,Outback Outfitters,WFX-2560,500,764.88,2026-10-06,Delivered
SO-00690,Lion City Apparel,WFX-2537,500,1505.03,2026-05-03,Confirmed
SO-00691,Lion City Apparel,WFX-3460,3000,736.77,2026-09-23,In Production
SO-00692,Iberia Moda SL,WFX-2897,1000,374.44,2026-09-20,Delivered
SO-00693,Sakura Style KK,WFX-2757,5000,604.87,2025-06-06,Shipped
SO-00694,Gulf Fashion Trading,WFX-2966,2000,1966.56,2025-10-21,In Production
SO-00695,Alpine Casuals SA,WFX-3153,800,1066.96,2026-02-02,Cancelled
SO-00696,Thames & Co,WFX-2764,2000,1328.6,2026-03-19,Delivered
SO-00697,Rhine Mode GmbH,WFX-3325,800,754.14,2026-02-25,Confirmed
SO-00698,Gulf Fashion Trading,WFX-3228,1000,314.1,2025-05-09,Cancelled
SO-00699,Prairie Wholesale Inc,WFX-3361,2000,852.35,2026-02-20,In Production
SO-00700,Outback Outfitters,WFX-2932,5000,582.48,2026-03-31,Delivered
SO-00701,Outback Outfitters,WFX-3476,5000,399.46,2025-11-30,In Production
SO-00702,Outback Outfitters,WFX-3182,800,2899.7,2025-07-30,Delivered
SO-00703,Bayside Brands,WFX-2752,1000,848.33,2026-11-07,Shipped
SO-00704,Lion City Apparel,WFX-3303,2000,3115.04,2026-07-16,Delivered
SO-00705,Outback Outfitters,WFX-3384,2000,900.89,2025-08-07,Shipped
SO-00706,Thames & Co,WFX-2903,5000,685.84,2026-10-30,Confirmed
SO-00707,Rhine Mode GmbH,WFX-2964,3000,1546.49,2025-08-11,Confirmed
SO-00708,Gulf Fashion Trading,WFX-2846,800,1294.63,2026-06-14,Delivered
SO-00709,Thames & Co,WFX-2943,5000,1332.62,2025-07-31,Confirmed
SO-00710,Lion City Apparel,WFX-2896,800,917.8,2026-11-28,In Production
SO-00711,Thames & Co,WFX-3077,3000,752.41,2025-07-22,Shipped
SO-00712,Outback Outfitters,WFX-2655,2000,1229.69,2025-05-14,Shipped
SO-00713,Iberia Moda SL,WFX-3281,2000,899.31,2026-09-20,Shipped
SO-00714,Alpine Casuals SA,WFX-3044,300,321.88,2025-03-08,Delivered
SO-00715,Nordic Retail AB,WFX-2588,300,505.9,2025-02-24,Delivered
SO-00716,Maple Leaf Fashion,WFX-2840,2000,2989.58,2026-01-01,Delivered
SO-00717,Alpine Casuals SA,WFX-2708,800,468.64,2025-11-11,Cancelled
SO-00718,Maple Leaf Fashion,WFX-3361,2000,852.35,2025-11-20,Shipped
SO-00719,Iberia Moda SL,WFX-3098,5000,1168.21,2025-06-29,In Production
SO-00720,Rhine Mode GmbH,WFX-2797,500,1062.91,2025-06-13,Delivered
SO-00721,Thames & Co,WFX-3423,800,1702.13,2026-06-30,Shipped
SO-00722,Lion City Apparel,WFX-3433,3000,896.37,2026-07-20,In Production
SO-00723,Iberia Moda SL,WFX-3144,1500,961.4,2025-09-13,Delivered
SO-00724,Maple Leaf Fashion,WFX-3500,800,942.75,2025-04-10,Delivered
SO-00725,Nordic Retail AB,WFX-3274,800,2007.67,2026-04-30,Delivered
SO-00726,Iberia Moda SL,WFX-2889,800,2417.54,2026-08-24,Delivered
SO-00727,Sakura Style KK,WFX-3205,5000,1355.0,2025-07-06,Shipped
SO-00728,Nordic Retail AB,WFX-2959,5000,1383.5,2026-08-04,Delivered
SO-00729,Sakura Style KK,WFX-2853,500,1097.07,2025-03-12,Delivered
SO-00730,Thames & Co,WFX-2682,1500,1050.19,2025-06-03,Delivered
SO-00731,Prairie Wholesale Inc,WFX-2614,1000,939.28,2025-11-25,Cancelled
SO-00732,Alpine Casuals SA,WFX-2800,500,827.99,2026-05-22,In Production
SO-00733,Lion City Apparel,WFX-2517,3000,1171.08,2026-01-09,Cancelled
SO-00734,Rhine Mode GmbH,WFX-3372,1000,3253.4,2026-06-17,Shipped
SO-00735,Nordic Retail AB,WFX-3426,5000,586.14,2025-06-20,In Production
SO-00736,Prairie Wholesale Inc,WFX-2554,1000,1643.89,2025-09-27,Delivered
SO-00737,Outback Outfitters,WFX-2960,2000,1598.71,2026-11-04,Confirmed
SO-00738,Prairie Wholesale Inc,WFX-2970,500,1674.05,2025-02-02,In Production
SO-00739,Lion City Apparel,WFX-2634,300,1448.97,2025-01-20,Delivered
SO-00740,Outback Outfitters,WFX-2810,1000,1128.59,2026-01-25,Delivered
SO-00741,Nordic Retail AB,WFX-2898,1500,1300.52,2025-12-10,Delivered
SO-00742,Gulf Fashion Trading,WFX-2876,3000,736.84,2025-12-17,Shipped
SO-00743,Sakura Style KK,WFX-2636,1500,485.36,2026-05-16,Shipped
SO-00744,Rhine Mode GmbH,WFX-2789,500,3315.4,2026-11-19,Delivered
SO-00745,Prairie Wholesale Inc,WFX-2587,2000,1010.68,2025-04-27,Delivered
SO-00746,Thames & Co,WFX-2524,500,1195.75,2025-07-01,In Production
SO-00747,Maple Leaf Fashion,WFX-2883,800,932.31,2025-08-31,Shipped
SO-00748,Maple Leaf Fashion,WFX-3298,500,1080.71,2025-01-14,Confirmed
SO-00749,Sakura Style KK,WFX-3255,500,1059.62,2026-10-04,In Production
SO-00750,Iberia Moda SL,WFX-3489,2000,977.11,2025-04-19,Delivered
SO-00751,Maple Leaf Fashion,WFX-3128,300,793.11,2025-07-24,Delivered
SO-00752,Alpine Casuals SA,WFX-3441,500,1693.85,2025-04-04,In Production
SO-00753,Outback Outfitters,WFX-2504,1000,1072.43,2025-03-23,In Production
SO-00754,Sakura Style KK,WFX-2897,1000,374.44,2025-07-22,Shipped
SO-00755,Iberia Moda SL,WFX-3226,800,761.22,2026-11-24,Shipped
SO-00756,Nordic Retail AB,WFX-3107,5000,1047.95,2025-01-07,In Production
SO-00757,Thames & Co,WFX-2582,1000,1718.16,2026-07-10,In Production
SO-00758,Bayside Brands,WFX-3090,500,1927.5,2025-03-19,Delivered
SO-00759,Thames & Co,WFX-2693,2000,1257.02,2025-08-22,Delivered
SO-00760,Outback Outfitters,WFX-2667,1500,869.32,2026-06-03,Shipped
SO-00761,Rhine Mode GmbH,WFX-3156,1000,925.74,2025-12-20,Shipped
SO-00762,Bayside Brands,WFX-3254,300,1650.72,2026-12-01,Delivered
SO-00763,Rhine Mode GmbH,WFX-2758,800,917.56,2025-03-06,Confirmed
SO-00764,Sakura Style KK,WFX-3006,300,849.2,2026-03-17,Shipped
SO-00765,Prairie Wholesale Inc,WFX-2582,5000,1718.16,2026-11-22,Confirmed
SO-00766,Sakura Style KK,WFX-2591,2000,2649.47,2026-09-13,Delivered
SO-00767,Maple Leaf Fashion,WFX-3195,1500,894.19,2025-11-23,Delivered
SO-00768,Sakura Style KK,WFX-2962,5000,1521.54,2025-11-04,In Production
SO-00769,Iberia Moda SL,WFX-3282,2000,1039.53,2025-07-14,Shipped
SO-00770,Lion City Apparel,WFX-2734,800,688.18,2025-12-28,Confirmed
SO-00771,Iberia Moda SL,WFX-2920,5000,1322.09,2026-02-17,In Production
SO-00772,Iberia Moda SL,WFX-2975,5000,1475.23,2026-01-30,In Production
SO-00773,Nordic Retail AB,WFX-2930,800,1366.0,2026-01-26,Delivered
SO-00774,Prairie Wholesale Inc,WFX-3392,800,1225.41,2025-01-15,In Production
SO-00775,Prairie Wholesale Inc,WFX-2945,800,1011.55,2025-07-08,In Production
SO-00776,Maple Leaf Fashion,WFX-2723,300,777.96,2025-06-03,In Production
SO-00777,Sakura Style KK,WFX-2778,1000,644.83,2026-02-06,Confirmed
SO-00778,Rhine Mode GmbH,WFX-2663,1500,1111.54,2026-05-14,In Production
SO-00779,Alpine Casuals SA,WFX-3122,5000,1772.3,2025-06-13,Shipped
SO-00780,Prairie Wholesale Inc,WFX-3000,300,1067.27,2025-04-19,In Production
SO-00781,Sakura Style KK,WFX-2569,5000,991.89,2025-05-25,Shipped
SO-00782,Gulf Fashion Trading,WFX-2741,5000,2709.43,2026-03-03,Delivered
SO-00783,Nordic Retail AB,WFX-3003,1500,1578.32,2025-12-13,Shipped
SO-00784,Rhine Mode GmbH,WFX-3146,3000,548.62,2026-09-06,Shipped
SO-00785,Gulf Fashion Trading,WFX-2633,1500,1216.0,2026-01-18,In Production
SO-00786,Alpine Casuals SA,WFX-3327,800,1412.46,2026-04-30,In Production
SO-00787,Nordic Retail AB,WFX-2565,5000,4056.51,2025-09-10,In Production
SO-00788,Sakura Style KK,WFX-2715,1000,1314.55,2025-11-17,Delivered
SO-00789,Iberia Moda SL,WFX-3150,1500,552.79,2026-08-15,Shipped
SO-00790,Sakura Style KK,WFX-3313,1000,2566.72,2025-11-26,Delivered
SO-00791,Prairie Wholesale Inc,WFX-3301,1000,819.71,2026-09-17,Delivered
SO-00792,Bayside Brands,WFX-2743,5000,906.96,2025-01-20,Shipped
SO-00793,Gulf Fashion Trading,WFX-2821,500,2080.07,2025-06-01,In Production
SO-00794,Sakura Style KK,WFX-3139,500,911.22,2026-04-19,Shipped
SO-00795,Alpine Casuals SA,WFX-3118,1500,2077.12,2026-02-03,Confirmed
SO-00796,Bayside Brands,WFX-3297,1500,939.79,2026-01-08,Delivered
SO-00797,Nordic Retail AB,WFX-3369,5000,1061.94,2026-10-11,In Production
SO-00798,Sakura Style KK,WFX-2504,2000,1072.43,2026-05-10,Delivered
SO-00799,Thames & Co,WFX-3076,1500,454.98,2026-05-12,Cancelled
SO-00800,Lion City Apparel,WFX-2822,1000,1489.24,2026-10-24,Delivered
SO-00801,Lion City Apparel,WFX-2693,500,1257.02,2025-03-04,In Production
SO-00802,Bayside Brands,WFX-3254,1500,1650.72,2026-01-21,In Production
SO-00803,Alpine Casuals SA,WFX-2934,300,1533.08,2025-07-29,In Production
SO-00804,Rhine Mode GmbH,WFX-2648,300,2721.57,2026-10-22,Confirmed
SO-00805,Outback Outfitters,WFX-3281,500,899.31,2025-06-01,In Production
SO-00806,Prairie Wholesale Inc,WFX-2958,3000,1050.04,2026-09-01,Shipped
SO-00807,Sakura Style KK,WFX-2955,500,393.93,2026-04-12,Delivered
SO-00808,Bayside Brands,WFX-2783,5000,310.9,2026-08-24,In Production
SO-00809,Sakura Style KK,WFX-2632,300,1191.5,2025-12-01,Confirmed
SO-00810,Iberia Moda SL,WFX-3066,2000,700.1,2026-01-20,Confirmed
SO-00811,Nordic Retail AB,WFX-3064,3000,1405.88,2026-02-10,Shipped
SO-00812,Sakura Style KK,WFX-2683,300,911.4,2025-11-28,Shipped
SO-00813,Lion City Apparel,WFX-3080,300,2908.72,2025-02-27,Delivered
SO-00814,Alpine Casuals SA,WFX-3241,800,988.68,2025-03-11,Shipped
SO-00815,Thames & Co,WFX-2644,500,1505.95,2025-08-29,Shipped
SO-00816,Sakura Style KK,WFX-2595,2000,1264.01,2026-02-27,In Production
SO-00817,Maple Leaf Fashion,WFX-2852,5000,2360.01,2025-03-05,Shipped
SO-00818,Outback Outfitters,WFX-3038,3000,840.1,2026-07-16,Delivered
SO-00819,Maple Leaf Fashion,WFX-3343,1000,981.43,2025-04-29,Shipped
SO-00820,Rhine Mode GmbH,WFX-3282,1000,1039.53,2026-10-23,In Production
SO-00821,Gulf Fashion Trading,WFX-3200,300,2184.18,2026-12-16,Confirmed
SO-00822,Iberia Moda SL,WFX-2731,300,1528.5,2025-08-27,Confirmed
SO-00823,Thames & Co,WFX-3473,800,959.97,2025-11-27,Shipped
SO-00824,Prairie Wholesale Inc,WFX-2897,3000,374.44,2025-10-24,Confirmed
SO-00825,Nordic Retail AB,WFX-3005,3000,915.11,2025-02-11,Shipped
SO-00826,Lion City Apparel,WFX-2705,300,1641.48,2026-08-20,In Production
SO-00827,Nordic Retail AB,WFX-3004,2000,1496.22,2026-08-19,Delivered
SO-00828,Sakura Style KK,WFX-3403,800,1756.37,2025-06-05,In Production
SO-00829,Nordic Retail AB,WFX-3050,1500,1578.01,2026-01-19,In Production
SO-00830,Outback Outfitters,WFX-3024,800,864.29,2026-09-15,Delivered
SO-00831,Sakura Style KK,WFX-2763,1000,817.56,2025-09-24,In Production
SO-00832,Maple Leaf Fashion,WFX-2903,1500,685.84,2026-04-02,Shipped
SO-00833,Prairie Wholesale Inc,WFX-3118,3000,2077.12,2025-04-26,In Production
SO-00834,Outback Outfitters,WFX-2543,500,1459.12,2025-07-30,Delivered
SO-00835,Lion City Apparel,WFX-2705,1500,1641.48,2026-11-22,Delivered
SO-00836,Lion City Apparel,WFX-2720,1500,1164.98,2025-02-25,In Production
SO-00837,Prairie Wholesale Inc,WFX-3164,1000,1178.25,2025-09-16,Shipped
SO-00838,Gulf Fashion Trading,WFX-2723,300,777.96,2025-08-10,In Production
SO-00839,Thames & Co,WFX-3350,2000,811.6,2026-02-02,In Production
SO-00840,Sakura Style KK,WFX-3238,5000,1063.63,2026-09-09,Cancelled
SO-00841,Thames & Co,WFX-3272,5000,471.19,2026-09-04,Shipped
SO-00842,Prairie Wholesale Inc,WFX-2793,1000,3250.29,2025-04-20,Confirmed
SO-00843,Nordic Retail AB,WFX-3406,300,729.54,2025-01-12,Shipped
SO-00844,Rhine Mode GmbH,WFX-3470,300,1259.89,2026-01-26,In Production
SO-00845,Lion City Apparel,WFX-3247,800,1366.22,2026-01-12,Confirmed
SO-00846,Prairie Wholesale Inc,WFX-2721,1000,1542.31,2026-01-17,Cancelled
SO-00847,Rhine Mode GmbH,WFX-2578,3000,598.12,2025-11-01,Delivered
SO-00848,Nordic Retail AB,WFX-3289,500,1134.72,2025-09-27,In Production
SO-00849,Bayside Brands,WFX-2968,500,955.09,2026-11-30,Delivered
SO-00850,Nordic Retail AB,WFX-3312,5000,929.01,2025-04-26,In Production
SO-00851,Alpine Casuals SA,WFX-2589,1000,620.32,2026-08-17,Shipped
SO-00852,Gulf Fashion Trading,WFX-3212,1500,908.08,2026-12-21,In Production
SO-00853,Iberia Moda SL,WFX-3077,500,752.41,2025-06-06,Delivered
SO-00854,Maple Leaf Fashion,WFX-2721,3000,1542.31,2025-01-31,Delivered
SO-00855,Iberia Moda SL,WFX-2539,3000,1155.93,2026-02-27,Delivered
SO-00856,Nordic Retail AB,WFX-2680,300,595.99,2025-10-15,Delivered
SO-00857,Rhine Mode GmbH,WFX-3227,5000,1281.01,2025-10-01,In Production
SO-00858,Prairie Wholesale Inc,WFX-2525,1500,1147.7,2025-07-12,Cancelled
SO-00859,Alpine Casuals SA,WFX-2741,5000,2709.43,2026-10-28,Delivered
SO-00860,Lion City Apparel,WFX-2546,3000,1564.9,2026-12-21,Shipped
SO-00861,Bayside Brands,WFX-3001,300,1122.46,2025-04-01,In Production
SO-00862,Sakura Style KK,WFX-3113,5000,582.79,2026-07-12,Delivered
SO-00863,Sakura Style KK,WFX-2668,2000,1964.18,2026-07-08,Delivered
SO-00864,Sakura Style KK,WFX-2650,2000,1965.14,2026-08-18,Shipped
SO-00865,Sakura Style KK,WFX-2912,5000,2111.78,2025-10-27,Cancelled
SO-00866,Prairie Wholesale Inc,WFX-2652,5000,1165.34,2026-02-22,Delivered
SO-00867,Outback Outfitters,WFX-2869,500,966.26,2025-05-21,Shipped
SO-00868,Sakura Style KK,WFX-2841,5000,2000.99,2026-07-07,Shipped
SO-00869,Prairie Wholesale Inc,WFX-3383,800,573.31,2025-12-18,Delivered
SO-00870,Prairie Wholesale Inc,WFX-3019,800,1873.0,2026-07-08,Shipped
SO-00871,Alpine Casuals SA,WFX-3148,800,428.97,2026-08-11,Delivered
SO-00872,Bayside Brands,WFX-2643,3000,940.79,2026-03-06,Confirmed
SO-00873,Maple Leaf Fashion,WFX-3402,300,1379.73,2026-08-13,Shipped
SO-00874,Rhine Mode GmbH,WFX-2505,800,1669.07,2026-12-02,Delivered
SO-00875,Sakura Style KK,WFX-3227,5000,1281.01,2026-01-18,Confirmed
SO-00876,Outback Outfitters,WFX-3062,3000,962.41,2025-12-26,In Production
SO-00877,Outback Outfitters,WFX-3268,500,1087.24,2026-10-22,In Production
SO-00878,Thames & Co,WFX-2965,1000,1148.0,2026-06-01,Delivered
SO-00879,Maple Leaf Fashion,WFX-3320,5000,1877.86,2025-03-15,Confirmed
SO-00880,Rhine Mode GmbH,WFX-3212,1000,908.08,2025-11-07,Delivered
SO-00881,Bayside Brands,WFX-3346,500,1229.78,2025-07-15,Cancelled
SO-00882,Nordic Retail AB,WFX-2525,300,1147.7,2025-08-01,In Production
SO-00883,Prairie Wholesale Inc,WFX-2691,500,774.14,2026-04-09,Confirmed
SO-00884,Maple Leaf Fashion,WFX-3474,3000,4029.49,2026-11-09,Delivered
SO-00885,Nordic Retail AB,WFX-2913,1500,1230.95,2026-01-19,In Production
SO-00886,Rhine Mode GmbH,WFX-2714,3000,774.75,2026-05-05,Shipped
SO-00887,Lion City Apparel,WFX-3151,300,1280.37,2025-02-02,Delivered
SO-00888,Sakura Style KK,WFX-3012,2000,1617.64,2026-12-19,Confirmed
SO-00889,Outback Outfitters,WFX-2985,500,1103.23,2026-08-25,Shipped
SO-00890,Sakura Style KK,WFX-3136,5000,1778.83,2026-01-25,Cancelled
SO-00891,Iberia Moda SL,WFX-2540,500,1257.89,2026-07-11,Shipped
SO-00892,Maple Leaf Fashion,WFX-2595,1000,1264.01,2026-10-09,Delivered
SO-00893,Maple Leaf Fashion,WFX-3445,5000,1013.27,2025-12-12,In Production
SO-00894,Lion City Apparel,WFX-2748,5000,2919.54,2025-11-14,Confirmed
SO-00895,Alpine Casuals SA,WFX-3066,5000,700.1,2026-02-25,In Production
SO-00896,Nordic Retail AB,WFX-2598,800,1434.87,2026-11-23,Shipped
SO-00897,Nordic Retail AB,WFX-3300,5000,402.3,2025-07-05,Confirmed
SO-00898,Rhine Mode GmbH,WFX-2975,3000,1475.23,2026-07-03,Delivered
SO-00899,Alpine Casuals SA,WFX-3170,300,1461.22,2025-05-01,In Production
SO-00900,Gulf Fashion Trading,WFX-3215,5000,2216.63,2026-04-08,In Production
SO-00901,Thames & Co,WFX-2801,300,988.24,2025-12-06,In Production
SO-00902,Maple Leaf Fashion,WFX-2937,800,2667.02,2025-03-20,Cancelled
SO-00903,Iberia Moda SL,WFX-2704,5000,1240.8,2026-02-01,In Production
SO-00904,Alpine Casuals SA,WFX-3295,800,615.59,2025-02-14,Delivered
SO-00905,Thames & Co,WFX-2810,1000,1128.59,2026-12-01,In Production
SO-00906,Iberia Moda SL,WFX-3098,1000,1168.21,2026-12-19,Delivered
SO-00907,Maple Leaf Fashion,WFX-3471,500,1803.57,2025-05-16,In Production
SO-00908,Lion City Apparel,WFX-3259,300,901.32,2026-01-11,Shipped
SO-00909,Alpine Casuals SA,WFX-3314,3000,1284.08,2026-06-22,Confirmed
SO-00910,Alpine Casuals SA,WFX-3420,2000,789.01,2025-04-19,Shipped
SO-00911,Iberia Moda SL,WFX-2929,300,2343.98,2026-07-25,In Production
SO-00912,Outback Outfitters,WFX-3219,500,1417.38,2025-09-27,Confirmed
SO-00913,Prairie Wholesale Inc,WFX-3399,2000,827.83,2026-06-04,Shipped
SO-00914,Bayside Brands,WFX-3442,800,1539.83,2025-06-15,Confirmed
SO-00915,Lion City Apparel,WFX-2589,800,620.32,2026-04-02,Delivered
SO-00916,Gulf Fashion Trading,WFX-3176,2000,1061.23,2026-05-05,Shipped
SO-00917,Prairie Wholesale Inc,WFX-2569,800,991.89,2025-04-29,Shipped
SO-00918,Nordic Retail AB,WFX-3074,1000,1456.93,2025-11-04,In Production
SO-00919,Alpine Casuals SA,WFX-2637,3000,1075.57,2025-03-03,Confirmed
SO-00920,Nordic Retail AB,WFX-3023,500,1518.7,2025-09-30,Shipped
SO-00921,Gulf Fashion Trading,WFX-3100,300,1345.37,2025-05-21,In Production
SO-00922,Bayside Brands,WFX-2828,5000,1149.31,2025-07-13,Delivered
SO-00923,Iberia Moda SL,WFX-3180,5000,347.35,2025-04-12,Shipped
SO-00924,Outback Outfitters,WFX-2677,500,942.84,2025-05-11,Confirmed
SO-00925,Gulf Fashion Trading,WFX-3379,800,1381.81,2025-03-11,Delivered
SO-00926,Gulf Fashion Trading,WFX-2990,500,1047.37,2025-09-10,Shipped
SO-00927,Outback Outfitters,WFX-3142,2000,1596.08,2025-09-26,Delivered
SO-00928,Nordic Retail AB,WFX-2917,3000,2196.83,2025-11-25,Confirmed
SO-00929,Outback Outfitters,WFX-3300,300,402.3,2026-01-18,In Production
SO-00930,Iberia Moda SL,WFX-2901,1000,2002.38,2025-05-11,Delivered
SO-00931,Lion City Apparel,WFX-2991,3000,963.77,2026-10-13,Shipped
SO-00932,Bayside Brands,WFX-2662,1500,898.74,2025-03-18,Shipped
SO-00933,Lion City Apparel,WFX-2944,300,1679.94,2026-07-30,Shipped
SO-00934,Alpine Casuals SA,WFX-2587,800,1010.68,2025-02-10,Delivered
SO-00935,Rhine Mode GmbH,WFX-2879,3000,891.62,2026-10-28,In Production
SO-00936,Sakura Style KK,WFX-3327,1500,1412.46,2026-09-12,Delivered
SO-00937,Rhine Mode GmbH,WFX-2835,5000,981.22,2026-01-31,Shipped
SO-00938,Alpine Casuals SA,WFX-3276,800,1266.59,2025-04-04,Shipped
SO-00939,Iberia Moda SL,WFX-3209,2000,1449.96,2026-09-24,Shipped
SO-00940,Maple Leaf Fashion,WFX-3147,1500,738.4,2025-10-05,Shipped
SO-00941,Rhine Mode GmbH,WFX-3396,1000,1842.51,2025-11-28,In Production
SO-00942,Bayside Brands,WFX-3429,1000,981.26,2025-11-10,In Production
SO-00943,Sakura Style KK,WFX-2697,3000,756.94,2026-09-05,In Production
SO-00944,Prairie Wholesale Inc,WFX-2935,1000,958.89,2025-05-23,Delivered
SO-00945,Alpine Casuals SA,WFX-3322,1500,1064.95,2026-12-04,In Production
SO-00946,Alpine Casuals SA,WFX-2871,2000,734.81,2026-04-19,In Production
SO-00947,Gulf Fashion Trading,WFX-3096,800,2154.62,2025-10-26,Confirmed
SO-00948,Bayside Brands,WFX-3154,1000,825.43,2026-10-11,Shipped
SO-00949,Sakura Style KK,WFX-3351,800,677.03,2026-05-24,Delivered
SO-00950,Bayside Brands,WFX-2884,3000,954.08,2025-10-05,Shipped
SO-00951,Lion City Apparel,WFX-3455,5000,816.14,2025-05-30,Shipped
SO-00952,Lion City Apparel,WFX-2761,500,762.51,2026-01-21,In Production
SO-00953,Gulf Fashion Trading,WFX-3333,3000,2831.03,2025-07-13,Confirmed
SO-00954,Rhine Mode GmbH,WFX-3332,5000,1410.11,2026-07-18,Shipped
SO-00955,Rhine Mode GmbH,WFX-3098,3000,1168.21,2025-02-22,In Production
SO-00956,Prairie Wholesale Inc,WFX-2938,5000,1597.31,2026-05-03,Shipped
SO-00957,Outback Outfitters,WFX-2948,2000,703.09,2025-07-05,Confirmed
SO-00958,Sakura Style KK,WFX-2626,300,1612.52,2025-03-13,Confirmed
SO-00959,Maple Leaf Fashion,WFX-2785,1500,1026.95,2025-04-09,Confirmed
SO-00960,Alpine Casuals SA,WFX-3448,3000,2384.33,2026-11-08,In Production
SO-00961,Nordic Retail AB,WFX-3081,300,1956.24,2026-10-02,Confirmed
SO-00962,Rhine Mode GmbH,WFX-3237,1500,2706.63,2025-08-25,Shipped
SO-00963,Lion City Apparel,WFX-2726,1500,1594.03,2025-12-29,Delivered
SO-00964,Bayside Brands,WFX-3361,800,852.35,2026-08-22,Confirmed
SO-00965,Bayside Brands,WFX-2825,800,1179.49,2026-01-28,Delivered
SO-00966,Gulf Fashion Trading,WFX-2709,300,1201.88,2025-04-04,Cancelled
SO-00967,Alpine Casuals SA,WFX-3085,1500,894.91,2025-05-08,Delivered
SO-00968,Bayside Brands,WFX-2598,3000,1434.87,2026-04-16,In Production
SO-00969,Thames & Co,WFX-3125,800,884.89,2025-10-14,Delivered
SO-00970,Nordic Retail AB,WFX-2610,1000,1037.77,2026-03-22,Delivered
SO-00971,Lion City Apparel,WFX-3094,3000,1124.19,2025-08-26,Shipped
SO-00972,Maple Leaf Fashion,WFX-2603,3000,1470.55,2026-03-30,Delivered
SO-00973,Alpine Casuals SA,WFX-2654,3000,997.1,2026-01-25,Delivered
SO-00974,Gulf Fashion Trading,WFX-2524,1500,1195.75,2026-11-21,In Production
SO-00975,Outback Outfitters,WFX-3004,2000,1496.22,2026-05-27,In Production
SO-00976,Lion City Apparel,WFX-3020,3000,1066.52,2026-09-14,Delivered
SO-00977,Sakura Style KK,WFX-2711,800,699.83,2026-09-08,Delivered
SO-00978,Alpine Casuals SA,WFX-3358,3000,1862.74,2026-02-18,In Production
SO-00979,Bayside Brands,WFX-2713,2000,1520.67,2025-10-08,In Production
SO-00980,Alpine Casuals SA,WFX-2755,1500,737.35,2026-01-24,Delivered
SO-00981,Iberia Moda SL,WFX-3115,300,1154.56,2026-07-31,Delivered
SO-00982,Prairie Wholesale Inc,WFX-2750,500,2606.47,2025-01-23,Shipped
SO-00983,Lion City Apparel,WFX-2899,2000,749.21,2025-01-21,In Production
SO-00984,Outback Outfitters,WFX-3003,5000,1578.32,2025-04-02,Delivered
SO-00985,Rhine Mode GmbH,WFX-2948,2000,703.09,2026-01-11,In Production
SO-00986,Rhine Mode GmbH,WFX-3434,5000,1961.46,2025-08-13,In Production
SO-00987,Lion City Apparel,WFX-3375,1000,972.76,2026-01-26,Delivered
SO-00988,Nordic Retail AB,WFX-2874,1000,851.65,2025-06-12,Confirmed
SO-00989,Lion City Apparel,WFX-2595,300,1264.01,2026-06-22,In Production
